Names	label_ar	label_nr	label_cdk2	label_st_kinase	label_pkinase	label_tryps	label_tlf	label_sp
1w2c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w2d	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w2h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w2y	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w3x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w44	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w48	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w4l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w4o	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w4p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w4q	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w4r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w51	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w58	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5e	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5f	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5w	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w5y	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w6p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w6r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w6s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w6u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w7a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w7x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1w82	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w83	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w85	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w87	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w8m	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w8s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w9d	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w9o	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w9q	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w9u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1w9v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wa5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1waw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1way	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1wb0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wbk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wbn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wbs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wbt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wbv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wbw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wc3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wci	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wcy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wda	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wdk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wf3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wg8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wk8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wk9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wkg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wkh	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wkk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wle	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wlj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wlv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wms	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wn6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wnl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wnz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wok	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1woo	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wop	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wpu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wq1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wq3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wqv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1wqw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wrk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ws1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wsv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wt1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wtg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1wun	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1wuy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wvc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ww3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wwk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wxh	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wxj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wxy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wxz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wy7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wyv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wzn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1wzy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x1r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x1s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x28	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x29	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x2a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x38	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x39	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x3m	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x3n	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x3s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x6n	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x6u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x6v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x70	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x76	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x78	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x7a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1x7b	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x7e	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x7g	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x7r	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x87	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x88	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x8b	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1x92	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x97	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x9h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1x9i	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xa4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xah	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xai	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xan	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xap	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xbc	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1xbo	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xbu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xc7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xcb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xcl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xcw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xcx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xd9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xdd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xdg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xdk	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xdn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xdy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xex	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xf0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xg5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xgi	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xgj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xh4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xh6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xh7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xh8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xha	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xiu	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xiv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xjd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xjj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xjw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xka	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1xkk	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1xl2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xl5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xls	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xlx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xlz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xm4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xms	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xmu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xng	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xnj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xnn	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xnx	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xo2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
1xoe	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xog	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xom	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xoq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xor	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xot	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xow	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xoz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xp0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xp1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xp6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xp8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xp9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xpc	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xpg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xq6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xqc	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xqp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xqw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xr1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
1xs1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xs4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xse	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xtb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xtq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xtr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xts	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xtt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xuc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xud	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xug	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1xuo	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xur	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xv9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xva	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xvp	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xw4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xw5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xw6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xwk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xx6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xzq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1xzx	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y0y	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y1q	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y2e	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y2g	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y2h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y2k	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y2u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y3a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y3p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y3u	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y3v	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y3w	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y3x	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y57	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1y59	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y5a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y5b	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y5r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y5u	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1y5v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y5w	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y5x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y63	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y6a	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1y6b	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1y6q	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y6r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y8j	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y8q	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y8y	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1y91	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1y9r	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1y9t	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yag	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yb5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ybh	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ybu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yc1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yc4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yci	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ycl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ydr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yds	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ydt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yet	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yf3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yfr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yfz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ygc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1ygj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ygk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yhj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yhn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yhs	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
1yi3	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
1yi4	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
1yid	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yim	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yin	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yjq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ykd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ykf	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ykr	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1yl7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yli	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ylr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ym4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yni	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yom	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1yon	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1you	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yp3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yp4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ype	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1ypg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1ypj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1ypk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1ypl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1ypm	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1yqd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yqj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yqt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yqy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yr8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yre	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yrs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yry	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ysz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yt7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yt9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ytg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yth	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1yti	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ytj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
